Order_ID,Order_Date,Shipping_Date,Delivery_Date,Expected_Delivery_Date,Warehouse_Location,Customer_Location,Shipping_Mode,Order_Priority,Distance_km,Order_Quantity,Order_Value_INR,Delayed
ORD-00464,2022-01-26,2022-02-01,2022-02-03,2022-02-09,Kolkata,Chandigarh,Economy,High,645.0,22,21034.12,0
ORD-00465,2022-07-03,2022-07-03,2022-07-13,2022-07-11,Chennai,Coimbatore,Economy,Critical,1953.0,32,21960.38,1
ORD-00466,2022-12-07,2022-12-09,2022-12-13,2022-12-17,Mumbai,Bhubaneswar,Economy,High,778.0,123,23625.12,0
ORD-00467,2023-02-26,2023-03-01,2023-03-08,2023-03-09,Delhi,Indore,Economy,Medium,1415.0,22,35388.8,0
ORD-00468,2023-11-17,2023-11-20,2023-11-23,2023-11-23,Chennai,Chandigarh,Express,Critical,446.0,155,15787.77,0
ORD-00469,2022-09-12,2022-09-15,2022-09-18,2022-09-23,Hyderabad,Chandigarh,Economy,Low,748.0,110,16106.39,0
ORD-00470,2022-10-01,2022-10-01,2022-10-07,2022-10-06,Ahmedabad,Agra,Standard,High,2274.0,15,3497.34,1
ORD-00471,2022-06-13,2022-06-18,2022-06-21,2022-06-21,Bangalore,Jaipur,Express,High,1685.0,124,34497.65,0
ORD-00472,2023-12-20,2023-12-24,2023-12-26,2024-01-01,Mumbai,Indore,Economy,Low,445.0,44,28607.39,0
ORD-00473,2022-04-21,2022-04-24,2022-04-29,2022-04-29,Kolkata,Chandigarh,Standard,Medium,125.0,115,17796.54,0
ORD-00474,2023-01-27,2023-01-30,2023-02-01,2023-02-04,Pune,Surat,Standard,Medium,314.0,9,35406.85,0
ORD-00475,2022-02-09,2022-02-09,2022-02-12,2022-02-12,Kolkata,Patna,Express,Medium,1869.0,34,27099.21,0
ORD-00476,2023-04-27,2023-04-29,2023-04-30,2023-05-04,Hyderabad,Patna,Standard,High,767.0,73,23727.62,0
ORD-00477,2022-08-16,2022-08-21,2022-08-22,2022-08-26,Ahmedabad,Coimbatore,Standard,Medium,900.0,143,25810.56,0
ORD-00478,2022-07-24,2022-07-28,2022-08-03,2022-08-05,Hyderabad,Surat,Economy,Medium,1440.0,190,31999.23,0
ORD-00479,2023-04-17,2023-04-20,2023-04-21,2023-04-28,Kolkata,Jaipur,Economy,Medium,193.0,45,33170.13,0
ORD-00480,2022-12-25,2022-12-30,2023-01-03,2023-01-02,Bangalore,Nagpur,Express,Medium,934.0,72,14803.41,1
ORD-00481,2022-11-09,2022-11-10,2022-11-13,2022-11-15,Ahmedabad,Agra,Standard,Low,445.0,58,7466.8,0
ORD-00482,2022-08-22,2022-08-27,2022-09-01,2022-09-01,Pune,Jaipur,Standard,High,1542.0,115,8253.39,0
ORD-00483,2022-08-17,2022-08-19,2022-08-25,2022-08-27,Mumbai,Patna,Economy,Low,1217.0,19,32149.85,0
ORD-00484,2022-01-25,2022-01-28,2022-01-31,2022-01-31,Ahmedabad,Vadodara,Express,High,1112.0,16,43707.23,0
ORD-00485,2023-11-07,2023-11-12,2023-11-19,2023-11-17,Chennai,Agra,Standard,Medium,2206.0,75,20770.07,1
ORD-00486,2022-07-17,2022-07-24,2022-07-29,2022-07-27,Ahmedabad,Nagpur,Express,Medium,,106,8891.25,1
ORD-00487,2023-02-13,2023-02-18,2023-02-22,2023-02-23,Hyderabad,Jaipur,Standard,High,1259.0,136,37951.82,0
ORD-00488,2022-12-03,2022-12-06,2022-12-11,2022-12-09,Hyderabad,Chandigarh,Express,Medium,2495.0,161,41708.23,1
ORD-00489,2022-10-13,2022-10-17,2022-10-18,2022-10-25,Hyderabad,Visakhapatnam,Economy,Medium,683.0,74,44088.83,0
ORD-00490,2022-03-13,2022-03-14,2022-03-16,2022-03-17,Pune,Nagpur,Express,Low,1206.0,18,30538.16,0
ORD-00491,2022-10-13,2022-10-15,2022-10-19,2022-10-18,Ahmedabad,Visakhapatnam,Express,Medium,1288.0,163,43106.06,1
ORD-00492,2022-12-26,2022-12-26,2022-12-27,2022-12-31,Bangalore,Patna,Standard,Medium,782.0,43,1263.04,0
ORD-00493,2023-10-19,2023-10-23,2023-10-24,2023-10-24,Bangalore,Agra,Same Day,Low,284.0,50,5808.17,0
ORD-00494,2023-06-06,2023-06-09,2023-06-12,2023-06-12,Ahmedabad,Surat,Express,Medium,800.0,3,5082.52,0
ORD-00495,2023-02-14,2023-02-22,2023-02-23,2023-02-27,Bangalore,Kochi,Standard,Low,1003.0,59,35773.93,0
ORD-00496,2023-11-27,2023-11-29,2023-12-04,2023-12-02,Delhi,Visakhapatnam,Express,Medium,1592.0,28,3944.3,1
ORD-00497,2023-07-04,2023-07-09,2023-07-12,2023-07-14,Pune,Agra,Standard,Low,1247.0,46,25070.04,0
ORD-00498,2022-12-06,2022-12-08,2022-12-16,2022-12-16,Mumbai,Coimbatore,Economy,Low,1726.0,64,23898.99,0
ORD-00499,2022-01-29,2022-02-03,2022-02-04,2022-02-06,Mumbai,Chandigarh,Express,Low,1241.0,70,15879.82,0
ORD-00500,2022-04-29,2022-05-01,2022-05-13,2022-05-09,Mumbai,Chandigarh,Economy,Critical,2267.0,47,43585.06,1
ORD-00501,2022-09-25,2022-09-30,2022-10-09,2022-10-05,Mumbai,Kochi,Standard,Low,1466.0,142,8936.44,1
ORD-00502,2022-07-02,2022-07-07,2022-07-09,2022-07-08,Mumbai,Bhubaneswar,Same Day,High,1267.0,135,17946.91,1
ORD-00503,2023-08-18,2023-08-21,2023-08-23,2023-08-24,Bangalore,Coimbatore,Express,Low,1590.0,159,38821.49,0
ORD-00504,2022-09-29,2022-10-03,2022-10-07,2022-10-04,Kolkata,Visakhapatnam,Same Day,Critical,2126.0,106,2005.9,1
ORD-00505,2022-02-09,2022-02-11,2022-02-16,2022-02-16,Hyderabad,Visakhapatnam,Standard,Low,1495.0,81,33811.04,0
ORD-00506,2022-04-22,2022-04-24,2022-05-01,2022-04-27,Pune,Vadodara,Express,Critical,2436.0,51,40911.69,1
ORD-00507,2023-09-03,2023-09-05,2023-09-08,2023-09-06,Kolkata,Bhopal,Same Day,High,1569.0,29,46647.26,1
ORD-00508,2023-03-21,2023-03-29,2023-03-30,2023-04-03,Pune,Visakhapatnam,Standard,Low,1438.0,113,43876.68,0
ORD-00509,2022-12-20,2022-12-23,2022-12-28,2022-12-28,Delhi,Lucknow,Standard,High,1906.0,143,16309.51,0
ORD-00510,2022-11-18,2022-11-20,2022-11-24,2022-11-23,Ahmedabad,Indore,Express,Medium,,128,29525.02,1
ORD-00511,2023-03-23,2023-03-25,2023-03-26,2023-03-28,Chennai,Jaipur,Express,Medium,549.0,90,4326.03,0
ORD-00512,2023-09-13,2023-09-17,2023-09-21,2023-09-22,Hyderabad,Bhopal,Standard,High,1730.0,25,13264.57,0
ORD-00513,2023-06-08,2023-06-15,2023-06-16,2023-06-20,Delhi,Jaipur,Standard,Critical,560.0,189,5164.01,0
ORD-00514,2022-04-29,2022-05-04,2022-05-05,2022-05-09,Kolkata,Agra,Standard,Medium,266.0,41,16101.77,0
ORD-00515,2023-01-30,2023-01-30,2023-01-31,2023-01-31,Chennai,Bhopal,Same Day,Medium,1374.0,69,43821.77,0
ORD-00516,2023-08-14,2023-08-22,2023-08-28,2023-08-25,Ahmedabad,Agra,Express,High,1205.0,4,17684.76,1
ORD-00517,2022-07-14,2022-07-21,2022-08-01,2022-07-29,Delhi,Nagpur,Economy,High,1877.0,105,28313.96,1
ORD-00518,2022-09-18,2022-09-20,2022-10-03,2022-09-28,Ahmedabad,Surat,Economy,High,1860.0,185,21952.35,1
ORD-00519,2022-02-15,2022-02-20,2022-02-24,2022-02-23,Ahmedabad,Visakhapatnam,Express,High,1255.0,31,23216.37,1
ORD-00520,2023-12-27,2023-12-31,2024-01-09,2024-01-05,Bangalore,Visakhapatnam,Standard,Medium,2264.0,131,48493.82,1
ORD-00521,2023-03-23,2023-03-25,2023-03-28,2023-03-30,Pune,Indore,Standard,Critical,140.0,117,15159.65,0
ORD-00522,2022-01-02,2022-01-03,2022-01-06,2022-01-08,Chennai,Indore,Standard,Low,763.0,195,31552.56,0
ORD-00523,2023-06-17,2023-06-20,2023-06-29,2023-06-28,Pune,Agra,Economy,Medium,1931.0,90,21293.1,1
ORD-00524,2023-07-06,2023-07-08,2023-07-10,2023-07-11,Ahmedabad,Jaipur,Express,Medium,88.0,178,3526.74,0
ORD-00525,2023-12-05,2023-12-08,2023-12-11,2023-12-13,Bangalore,Kochi,Standard,Medium,222.0,145,24721.88,0
ORD-00526,2023-11-18,2023-11-20,2023-11-22,2023-11-25,Delhi,Agra,Standard,Low,702.0,188,40760.49,0
ORD-00527,2022-07-21,2022-07-24,2022-07-25,2022-07-27,Ahmedabad,Nagpur,Express,High,803.0,66,5388.27,0
ORD-00528,2023-01-08,2023-01-10,2023-01-13,2023-01-13,Kolkata,Bhubaneswar,Express,Medium,1293.0,88,3944.8,0
ORD-00529,2023-03-18,2023-03-22,2023-03-27,2023-03-27,Ahmedabad,Indore,Standard,Medium,1131.0,24,8104.76,0
ORD-00530,2022-03-13,2022-03-17,2022-03-27,2022-03-25,Pune,Lucknow,Economy,High,1733.0,99,38337.81,1
ORD-00531,2023-11-12,2023-11-15,2023-11-16,2023-11-18,Chennai,Visakhapatnam,Express,Medium,505.0,160,36337.77,0
ORD-00532,2022-12-05,2022-12-06,2022-12-12,2022-12-11,Delhi,Agra,Standard,Low,878.0,105,28468.38,1
ORD-00533,2023-10-01,2023-10-06,2023-10-10,2023-10-14,Pune,Jaipur,Economy,Low,944.0,19,23677.21,0
ORD-00534,2022-11-18,2022-11-25,2022-11-29,2022-11-30,Ahmedabad,Chandigarh,Standard,Critical,1434.0,66,44472.13,0
ORD-00535,2023-11-11,2023-11-15,2023-11-24,2023-11-23,Kolkata,Lucknow,Economy,Low,2008.0,60,38451.54,1
ORD-00536,2022-05-08,2022-05-10,2022-05-26,2022-05-18,Hyderabad,Patna,Economy,Medium,2484.0,115,40691.14,1
ORD-00537,2022-11-04,2022-11-05,2022-11-07,2022-11-06,Bangalore,Jaipur,Same Day,Medium,2046.0,194,40756.48,1
ORD-00538,2023-06-04,2023-06-07,2023-06-08,2023-06-08,Kolkata,Jaipur,Same Day,Medium,2445.0,15,32314.5,0
ORD-00539,2022-11-13,2022-11-15,2022-11-17,2022-11-20,Ahmedabad,Chandigarh,Standard,Low,239.0,85,23171.72,0
ORD-00540,2023-11-14,2023-11-19,2023-11-23,2023-11-27,Kolkata,Nagpur,Economy,Medium,554.0,163,43301.55,0
ORD-00541,2023-02-23,2023-02-28,2023-03-02,2023-03-03,Bangalore,Chandigarh,Express,Medium,1264.0,197,46337.37,0
ORD-00542,2022-12-01,2022-12-06,2022-12-09,2022-12-07,Hyderabad,Coimbatore,Same Day,Critical,1581.0,155,1678.4,1
ORD-00543,2023-02-17,2023-02-21,2023-02-24,2023-03-01,Kolkata,Indore,Economy,Low,873.0,88,3051.97,0
ORD-00544,2023-12-15,2023-12-20,2023-12-24,2023-12-28,Hyderabad,Surat,Economy,Medium,978.0,7,47957.79,0
ORD-00545,2022-10-30,2022-10-31,2022-11-02,2022-11-08,Ahmedabad,Jaipur,Economy,Medium,983.0,6,14219.45,0
ORD-00546,2023-07-22,2023-07-24,2023-07-26,2023-07-29,Hyderabad,Patna,Standard,Medium,1190.0,125,43731.79,0
ORD-00547,2022-05-11,2022-05-18,2022-05-22,2022-05-26,Pune,Kochi,Economy,High,183.0,33,19745.36,0
ORD-00548,2022-07-16,2022-07-19,2022-07-26,2022-07-22,Pune,Vadodara,Express,Medium,2155.0,58,6395.45,1
ORD-00549,2023-03-07,2023-03-09,2023-03-13,2023-03-17,Hyderabad,Jaipur,Economy,Medium,734.0,177,4481.94,0
ORD-00550,2023-11-12,2023-11-16,2023-11-23,2023-11-19,Delhi,Chandigarh,Express,High,2270.0,145,8247.14,1
ORD-00551,2023-01-24,2023-01-25,2023-01-31,2023-01-30,Chennai,Bhopal,Standard,Medium,1902.0,110,12869.71,1
ORD-00552,2023-11-25,2023-11-27,2023-11-30,2023-12-02,Delhi,Jaipur,Standard,Medium,864.0,42,24681.66,0
ORD-00553,2022-06-28,2022-07-01,2022-07-04,2022-07-04,Hyderabad,Jaipur,Express,Low,1222.0,94,35224.15,0
ORD-00554,2023-09-23,2023-09-25,2023-09-26,2023-09-26,Chennai,Agra,Same Day,Low,129.0,168,49326.73,0
ORD-00555,2023-08-06,2023-08-10,2023-08-11,2023-08-15,Pune,Vadodara,Standard,Low,252.0,174,22354.58,0
ORD-00556,2022-11-05,2022-11-08,2022-11-12,2022-11-11,Chennai,Coimbatore,Express,Low,1302.0,199,26150.15,1
ORD-00557,2023-02-20,2023-02-21,2023-02-27,2023-02-26,Hyderabad,Patna,Standard,Medium,1749.0,198,26329.88,1
ORD-00558,2023-07-16,2023-07-19,2023-07-27,2023-07-27,Pune,Coimbatore,Economy,High,1300.0,196,27202.0,0
ORD-00559,2022-01-01,2022-01-04,2022-01-09,2022-01-07,Chennai,Patna,Express,Medium,1732.0,129,26128.16,1
ORD-00560,2022-11-08,2022-11-12,2022-11-18,2022-11-17,Chennai,Jaipur,Standard,Medium,1605.0,79,934.35,1
ORD-00561,2022-10-21,2022-10-23,2022-10-29,2022-10-28,Delhi,Vadodara,Standard,Low,2144.0,95,585.38,1
ORD-00562,2022-08-04,2022-08-11,2022-08-13,2022-08-16,Chennai,Vadodara,Standard,Medium,1306.0,111,5334.48,0
ORD-00563,2023-03-17,2023-03-21,2023-03-24,2023-03-24,Ahmedabad,Bhopal,Express,Low,1599.0,97,5527.05,0
ORD-00564,2023-08-17,2023-08-18,2023-08-22,2023-08-23,Hyderabad,Surat,Standard,Critical,1216.0,180,35392.4,0
ORD-00565,2023-09-14,2023-09-19,2023-09-24,2023-09-24,Mumbai,Bhubaneswar,Standard,High,1446.0,163,10643.34,0
ORD-00566,2023-11-02,2023-11-10,2023-11-13,2023-11-18,Mumbai,Bhopal,,Critical,520.0,119,44788.35,0
ORD-00567,2022-11-26,2022-11-29,2022-12-08,2022-12-07,Mumbai,Bhopal,Economy,High,1085.0,69,46466.01,1
ORD-00568,2023-04-22,2023-04-26,2023-04-27,2023-04-29,Hyderabad,Bhopal,,Medium,1403.0,133,48806.72,0
ORD-00569,2023-03-29,2023-03-31,2023-04-02,2023-04-08,Mumbai,Visakhapatnam,Economy,Medium,1017.0,145,46984.52,0
ORD-00570,2023-03-29,2023-04-02,2023-04-04,2023-04-07,Delhi,Surat,Standard,Low,407.0,181,13958.47,0
ORD-00571,2023-11-23,2023-11-27,2023-11-28,2023-11-30,Hyderabad,Nagpur,,Medium,717.0,52,25733.95,0
ORD-00572,2022-08-07,2022-08-15,2022-08-16,2022-08-18,Ahmedabad,Nagpur,Express,Critical,422.0,142,9185.02,0
ORD-00573,2023-06-08,2023-06-09,2023-06-12,2023-06-12,Pune,Bhopal,Express,Low,1081.0,122,40407.38,0
ORD-00574,2023-04-30,2023-04-30,2023-05-06,2023-05-05,Ahmedabad,Bhubaneswar,Standard,High,1195.0,29,44477.37,1
ORD-00575,2022-06-23,2022-06-24,2022-06-25,2022-06-27,Hyderabad,Coimbatore,Express,Medium,1421.0,136,42638.8,0
ORD-00576,2023-11-06,2023-11-08,2023-11-09,2023-11-11,Hyderabad,Chandigarh,Express,High,139.0,104,21951.66,0
ORD-00577,2022-03-28,2022-03-31,2022-04-01,2022-04-01,Chennai,Lucknow,Same Day,Critical,589.0,1,38054.36,0
ORD-00578,2022-10-18,2022-10-23,2022-10-27,2022-10-28,Chennai,Nagpur,Standard,High,918.0,29,5330.17,0
ORD-00579,2023-06-12,2023-06-13,2023-06-17,2023-06-18,Chennai,Kochi,Standard,High,90.0,164,2492.12,0
ORD-00580,2023-11-11,2023-11-18,2023-11-22,2023-11-23,Bangalore,Patna,Standard,Medium,789.0,179,37785.2,0
ORD-00581,2023-10-11,2023-10-16,2023-10-23,2023-10-21,Bangalore,Vadodara,Standard,High,1996.0,165,21555.09,1
ORD-00582,2023-09-27,2023-09-30,2023-10-01,2023-10-03,Kolkata,Surat,Express,Critical,1274.0,69,49779.69,0
ORD-00583,2022-12-10,2022-12-11,2022-12-13,2022-12-16,Bangalore,Agra,Standard,High,978.0,53,5314.08,0
ORD-00584,2022-04-06,2022-04-14,2022-04-24,2022-04-22,Delhi,Surat,,High,2086.0,124,42853.57,1
ORD-00585,2022-08-29,2022-08-31,2022-09-04,2022-09-05,Hyderabad,Lucknow,Standard,High,974.0,180,24259.16,0
ORD-00586,2023-11-20,2023-11-23,2023-11-29,2023-11-28,Ahmedabad,Nagpur,Standard,High,1631.0,88,41443.93,1
ORD-00587,2022-11-14,2022-11-21,2022-11-22,2022-11-24,Hyderabad,Bhubaneswar,Express,Medium,439.0,83,40947.8,0
ORD-00588,2022-08-19,2022-08-23,2022-08-28,2022-08-28,Chennai,Bhubaneswar,Standard,High,1667.0,12,45841.6,0
ORD-00589,2022-07-23,2022-07-25,2022-07-27,2022-07-28,Hyderabad,Patna,Express,Medium,305.0,52,15243.58,0
ORD-00590,2022-05-31,2022-06-03,2022-06-05,2022-06-06,Pune,Bhopal,Express,Low,758.0,129,47515.07,0
ORD-00591,2022-01-26,2022-01-30,2022-02-06,2022-02-04,Bangalore,Chandigarh,Standard,Medium,1888.0,135,8007.51,1
ORD-00592,2022-02-17,2022-02-19,2022-02-26,2022-02-24,Hyderabad,Agra,Standard,Medium,1994.0,145,4557.45,1
ORD-00593,2022-09-08,2022-09-11,2022-09-14,2022-09-16,Ahmedabad,Nagpur,Standard,Low,59.0,127,21864.97,0
ORD-00594,2023-05-02,2023-05-05,2023-05-08,2023-05-10,Mumbai,Bhubaneswar,Standard,Low,847.0,171,41501.99,0
ORD-00595,2023-09-18,2023-09-19,2023-09-22,2023-09-24,Pune,Agra,Standard,Medium,926.0,71,23934.35,0
ORD-00596,2022-03-16,2022-03-19,2022-03-21,2022-03-24,Pune,Lucknow,Standard,Low,1078.0,17,41549.69,0
ORD-00597,2023-04-12,2023-04-15,2023-04-19,2023-04-20,Hyderabad,Patna,Standard,Medium,1065.0,187,36619.5,0
ORD-00598,2023-03-01,2023-03-02,2023-03-03,2023-03-05,Kolkata,Jaipur,Express,High,1874.0,3,10866.71,0
ORD-00599,2023-10-07,2023-10-08,2023-10-09,2023-10-11,Chennai,Patna,Express,Critical,423.0,29,47469.64,0
ORD-00600,2023-08-13,2023-08-15,2023-08-19,2023-08-18,Delhi,Agra,Express,High,2243.0,22,3508.67,1
ORD-00601,2022-07-19,2022-07-22,2022-07-23,2022-07-27,Delhi,Visakhapatnam,Standard,Critical,273.0,166,44964.85,0
ORD-00602,2023-12-15,2023-12-22,2023-12-25,2023-12-27,Mumbai,Bhubaneswar,Standard,High,1312.0,54,15569.95,0
ORD-00603,2023-01-29,2023-01-31,2023-02-13,2023-02-08,Delhi,Jaipur,Economy,Medium,2274.0,107,25257.33,1
ORD-00604,2023-05-22,2023-05-27,2023-05-31,2023-05-30,Delhi,Vadodara,Express,High,1852.0,178,21406.42,1
ORD-00605,2023-02-14,2023-02-22,2023-02-27,2023-03-02,Chennai,Kochi,Economy,High,902.0,69,9005.81,0
ORD-00606,2022-09-07,2022-09-12,2022-09-13,2022-09-17,Bangalore,Indore,Standard,Medium,112.0,158,18228.27,0
ORD-00607,2022-06-01,2022-06-02,2022-06-05,2022-06-05,Chennai,Patna,Express,Low,1290.0,151,10050.25,0
ORD-00608,2023-11-03,2023-11-06,2023-11-09,2023-11-09,Kolkata,Lucknow,Express,High,738.0,120,10592.38,0
ORD-00609,2023-12-06,2023-12-11,2023-12-16,2023-12-16,Ahmedabad,Lucknow,Standard,Low,1534.0,47,9759.31,0
ORD-00610,2022-01-06,2022-01-08,2022-01-09,2022-01-11,Mumbai,Visakhapatnam,Express,,1683.0,149,24706.36,0
ORD-00611,2022-04-20,2022-04-25,2022-05-02,2022-04-28,Delhi,Chandigarh,Express,Low,2202.0,20,39997.6,1
ORD-00612,2023-03-12,2023-03-15,2023-03-17,2023-03-20,Kolkata,Bhopal,Standard,Medium,560.0,151,28664.02,0
ORD-00613,2022-08-13,2022-08-21,2022-08-22,2022-08-26,Mumbai,Patna,Standard,Medium,434.0,196,44713.73,0
ORD-00614,2022-06-30,2022-07-05,2022-07-06,2022-07-06,Pune,Bhubaneswar,Same Day,Low,454.0,149,32008.95,0
ORD-00615,2023-12-14,2023-12-21,2023-12-24,2023-12-29,Delhi,Indore,Economy,Medium,567.0,21,34622.34,0
ORD-00616,2023-06-15,2023-06-18,2023-06-20,2023-06-23,Delhi,Vadodara,Standard,High,525.0,1,33546.56,0
ORD-00617,2023-04-21,2023-04-25,2023-05-04,2023-04-30,Chennai,Visakhapatnam,Standard,High,2050.0,143,22748.23,1
ORD-00618,2022-02-21,2022-02-24,2022-03-01,2022-03-01,Hyderabad,Nagpur,Standard,High,1718.0,17,34622.27,0
ORD-00619,2023-07-25,2023-07-30,2023-08-02,2023-08-02,Mumbai,Bhubaneswar,Express,Medium,1943.0,51,3950.53,0
ORD-00620,2022-09-13,2022-09-16,2022-09-22,2022-09-21,Delhi,Lucknow,Standard,High,1510.0,191,43062.65,1
ORD-00621,2022-05-05,2022-05-09,2022-05-14,2022-05-17,Bangalore,Kochi,Economy,Medium,763.0,14,39001.7,0
ORD-00622,2023-04-13,2023-04-16,2023-04-17,2023-04-21,Mumbai,Bhubaneswar,Standard,Medium,132.0,59,12638.88,0
ORD-00623,2022-05-17,2022-05-21,2022-05-26,2022-05-26,Ahmedabad,Surat,,Low,1218.0,83,38517.61,0
ORD-00624,2023-04-21,2023-04-26,2023-04-30,2023-04-29,Bangalore,Coimbatore,Express,Medium,1951.0,50,1125.81,1
ORD-00625,2023-11-15,2023-11-19,2023-11-30,2023-11-27,Kolkata,Lucknow,Economy,Medium,,124,11253.71,1
ORD-00626,2023-06-28,2023-06-28,2023-06-30,2023-07-01,Bangalore,Patna,Express,Low,100.0,34,3724.29,0
ORD-00627,2023-07-27,2023-08-01,2023-08-03,2023-08-04,Kolkata,Vadodara,Express,High,734.0,6,39121.23,0
ORD-00628,2023-09-02,2023-09-05,2023-09-09,2023-09-13,Hyderabad,Kochi,Economy,High,766.0,109,37915.77,0
ORD-00629,2022-11-21,2022-11-23,2022-11-30,2022-11-28,Delhi,Surat,Standard,Medium,1519.0,49,40774.98,1
ORD-00630,2023-03-30,2023-03-31,2023-04-01,2023-04-08,Bangalore,Jaipur,Economy,Low,498.0,6,721.84,0
ORD-00631,2023-09-20,2023-09-25,2023-10-01,2023-09-30,Ahmedabad,Indore,Standard,Medium,930.0,117,25311.02,1
ORD-00632,2023-06-01,2023-06-02,2023-06-03,2023-06-03,Chennai,Lucknow,Same Day,Medium,537.0,118,35389.39,0
ORD-00633,2023-03-13,2023-03-17,2023-03-20,2023-03-20,Delhi,Patna,Express,High,1873.0,197,8192.36,0
ORD-00634,2023-07-16,2023-07-16,2023-07-23,2023-07-21,Mumbai,Surat,Standard,Medium,2131.0,7,32664.64,1
ORD-00635,2023-04-02,2023-04-06,2023-04-17,2023-04-14,Pune,Vadodara,Economy,High,2192.0,97,4663.45,1
ORD-00636,2022-06-12,2022-06-17,2022-06-24,2022-06-22,Kolkata,Vadodara,Standard,High,1624.0,179,9475.63,1
ORD-00637,2023-05-02,2023-05-02,2023-05-08,2023-05-07,Mumbai,Surat,Standard,Medium,2251.0,118,24051.94,1
ORD-00638,2023-04-06,2023-04-12,2023-04-13,2023-04-15,Hyderabad,Bhopal,Express,Critical,299.0,129,32851.48,0
ORD-00639,2022-09-23,2022-09-28,2022-09-30,2022-10-03,Kolkata,Surat,Standard,Medium,723.0,141,7720.52,0
ORD-00640,2022-09-11,2022-09-16,2022-09-17,2022-09-19,Chennai,Indore,Express,Medium,487.0,171,9668.55,0
ORD-00641,2023-10-15,2023-10-18,2023-10-25,2023-10-23,Kolkata,Kochi,Standard,Medium,,27,10620.1,1
ORD-00642,2022-10-11,2022-10-14,2022-10-17,2022-10-19,Pune,Visakhapatnam,Standard,Low,820.0,199,12315.69,0
ORD-00643,2023-06-18,2023-06-25,2023-06-26,2023-06-30,Bangalore,Kochi,Standard,Low,317.0,116,11714.42,0
ORD-00644,2023-05-12,2023-05-14,2023-05-20,2023-05-19,Ahmedabad,Surat,Standard,Medium,2034.0,131,20059.88,1
ORD-00645,2023-10-04,2023-10-09,2023-10-12,2023-10-12,Bangalore,Patna,Express,High,1127.0,58,32862.59,0
ORD-00646,2022-09-02,2022-09-04,2022-09-06,2022-09-05,Delhi,Lucknow,Same Day,Critical,285.0,89,22182.57,1
ORD-00647,2022-10-09,2022-10-11,2022-10-12,2022-10-19,Pune,Patna,Economy,High,438.0,97,38910.71,0
ORD-00648,2023-03-27,2023-04-03,2023-04-06,2023-04-11,Ahmedabad,Agra,Economy,Low,812.0,17,36103.79,0
ORD-00649,2022-03-21,2022-03-22,2022-03-29,2022-03-27,Pune,Visakhapatnam,,High,1898.0,173,6763.08,1
ORD-00650,2024-01-01,2024-01-04,2024-01-09,2024-01-07,Delhi,Coimbatore,Express,High,2498.0,101,2917.66,1
ORD-00651,2022-10-20,2022-10-21,2022-10-24,2022-10-26,Kolkata,Chandigarh,Standard,High,673.0,186,43958.11,0
ORD-00652,2022-08-29,2022-08-30,2022-09-02,2022-09-04,Hyderabad,Lucknow,Standard,High,1302.0,184,4451.64,0
ORD-00653,2022-10-06,2022-10-07,2022-10-08,2022-10-10,Delhi,Jaipur,Express,High,627.0,182,7842.79,0
ORD-00654,2022-12-10,2022-12-13,2022-12-19,2022-12-18,Delhi,Coimbatore,Standard,Medium,2172.0,29,1595.6,1
ORD-00655,2022-11-24,2022-12-01,2022-12-02,2022-12-06,Ahmedabad,Agra,,High,484.0,102,31602.65,0
ORD-00656,2023-07-08,2023-07-11,2023-07-22,2023-07-19,Chennai,Indore,Economy,Medium,2200.0,123,29327.34,1
ORD-00657,2022-03-24,2022-03-25,2022-03-26,2022-03-28,Bangalore,Coimbatore,Express,Critical,813.0,54,49351.73,0
ORD-00658,2022-05-22,2022-05-25,2022-05-29,2022-05-28,Kolkata,Patna,Express,Low,1379.0,27,44403.15,1
ORD-00659,2022-06-04,2022-06-06,2022-06-13,2022-06-11,Delhi,Bhopal,Standard,Low,2195.0,102,20836.74,1
ORD-00660,2022-08-25,2022-08-27,2022-09-01,2022-09-01,Hyderabad,Kochi,Standard,Low,1408.0,117,18893.5,0
ORD-00661,2023-01-28,2023-02-01,2023-02-04,2023-02-09,Mumbai,Surat,Economy,High,496.0,104,15194.18,0
ORD-00662,2023-12-12,2023-12-14,2023-12-21,2023-12-19,Kolkata,Lucknow,Standard,Medium,2067.0,45,8044.14,1
ORD-00663,2022-06-06,2022-06-07,2022-06-10,2022-06-10,Chennai,Visakhapatnam,Express,Medium,1381.0,114,7335.14,0
ORD-00664,2023-12-25,2023-12-28,2023-12-30,2024-01-02,Pune,Surat,Standard,Critical,298.0,87,7048.04,0
ORD-00665,2022-08-08,2022-08-15,2022-08-16,2022-08-18,Delhi,Jaipur,Express,Critical,215.0,31,6148.68,0
ORD-00666,2022-03-07,2022-03-12,2022-03-19,2022-03-17,Hyderabad,Chandigarh,Standard,Medium,1408.0,164,12405.35,1
ORD-00667,2023-03-01,2023-03-06,2023-03-11,2023-03-14,Kolkata,Agra,Economy,,1069.0,189,15680.1,0
ORD-00668,2023-02-22,2023-02-24,2023-02-25,2023-03-04,Hyderabad,Surat,Economy,High,591.0,37,48098.16,0
ORD-00669,2022-12-05,2022-12-07,2022-12-08,2022-12-08,Hyderabad,Patna,Same Day,Critical,808.0,195,29134.43,0
ORD-00670,2023-07-10,2023-07-11,2023-07-17,2023-07-16,Bangalore,Agra,Standard,Medium,2178.0,36,49385.99,1
