Order_ID,Order_Date,Shipping_Date,Delivery_Date,Expected_Delivery_Date,Warehouse_Location,Customer_Location,Shipping_Mode,Order_Priority,Distance_km,Distance_Category,Order_Quantity,Order_Value_INR,Actual_Delivery_Days,Expected_Delivery_Days,Delay_Days,Is_Peak_Season,Is_Weekend,Order_Month,Delayed,Delay_Status
ORD-00371,2022-04-13,2022-04-21,2022-04-24,2022-04-24,Mumbai,Patna,Express,Critical,1200.0,Long,154,26436.72,11,11,0,0,0,4,0,On Time
ORD-00372,2022-03-17,2022-03-18,2022-03-24,2022-03-21,Kolkata,Bhubaneswar,Express,Critical,1981.0,Very Long,9,7176.3,7,4,3,0,0,3,1,Delayed
ORD-00373,2023-07-05,2023-07-08,2023-07-12,2023-07-13,Pune,Lucknow,Standard,High,1062.0,Long,148,1786.12,7,8,-1,0,0,7,0,On Time
ORD-00374,2022-08-07,2022-08-11,2022-08-16,2022-08-16,Pune,Lucknow,Standard,Medium,1714.0,Very Long,184,8063.89,9,9,0,0,1,8,0,On Time
ORD-00375,2023-06-03,2023-06-11,2023-06-15,2023-06-16,Delhi,Surat,Standard,Medium,1131.0,Long,36,31529.25,12,13,-1,0,1,6,0,On Time
ORD-00376,2022-09-29,2022-10-02,2022-10-05,2022-10-10,Chennai,Kochi,Economy,Critical,683.0,Medium,36,4144.1,6,11,-5,0,0,9,0,On Time
ORD-00377,2022-05-16,2022-05-17,2022-05-18,2022-05-22,Delhi,Kochi,Standard,High,562.0,Medium,73,9889.97,2,6,-4,0,0,5,0,On Time
ORD-00378,2022-12-24,2022-12-25,2022-12-27,2022-12-30,Mumbai,Vadodara,Standard,Low,1169.0,Long,150,17223.77,3,6,-3,1,1,12,0,On Time
ORD-00379,2022-03-12,2022-03-17,2022-03-24,2022-03-25,Bangalore,Patna,Economy,High,1191.0,Long,1,4354.57,12,13,-1,0,1,3,0,On Time
ORD-00380,2022-09-08,2022-09-10,2022-09-12,2022-09-18,Kolkata,Bhubaneswar,Economy,Low,609.0,Medium,69,9989.11,4,10,-6,0,0,9,0,On Time
ORD-00381,2023-01-14,2023-01-16,2023-01-17,2023-01-17,Chennai,Kochi,Same Day,Medium,537.0,Medium,37,45607.85,3,3,0,0,1,1,0,On Time
ORD-00382,2022-10-19,2022-10-23,2022-10-25,2022-10-28,Ahmedabad,Vadodara,Standard,Medium,946.0,Long,72,1455.31,6,9,-3,1,0,10,0,On Time
ORD-00383,2022-06-11,2022-06-13,2022-06-18,2022-06-18,Hyderabad,Jaipur,Standard,High,1262.0,Long,107,32844.88,7,7,0,0,1,6,0,On Time
ORD-00384,2023-03-25,2023-04-01,2023-04-02,2023-04-06,Pune,Chandigarh,Standard,High,753.0,Medium,96,19528.24,8,12,-4,0,1,3,0,On Time
ORD-00385,2023-07-11,2023-07-14,2023-07-19,2023-07-19,Chennai,Agra,Standard,Medium,1520.0,Very Long,141,33796.11,8,8,0,0,0,7,0,On Time
ORD-00386,2023-12-22,2023-12-23,2023-12-26,2023-12-28,Bangalore,Visakhapatnam,Standard,Low,630.0,Medium,84,29640.24,4,6,-2,1,0,12,0,On Time
ORD-00387,2022-11-06,2022-11-09,2022-11-15,2022-11-12,Ahmedabad,Jaipur,Express,Medium,2344.0,Very Long,43,11563.19,9,6,3,1,1,11,1,Delayed
ORD-00388,2023-09-19,2023-09-22,2023-09-23,2023-09-30,Chennai,Agra,Economy,High,203.0,Short,37,42436.87,4,11,-7,0,0,9,0,On Time
ORD-00389,2023-11-01,2023-11-03,2023-11-06,2023-11-08,Delhi,Bhopal,Standard,Medium,1729.0,Very Long,25,24851.05,5,7,-2,1,0,11,0,On Time
ORD-00390,2023-06-26,2023-07-01,2023-07-08,2023-07-04,Ahmedabad,Visakhapatnam,Express,Medium,1046.0,Long,149,41215.53,12,8,4,0,0,6,1,Delayed
ORD-00391,2022-01-09,2022-01-13,2022-01-18,2022-01-16,Hyderabad,Chandigarh,Express,Low,1293.0,Long,169,20597.62,9,7,2,0,1,1,1,Delayed
ORD-00392,2023-11-15,2023-11-18,2023-11-23,2023-11-23,Bangalore,Coimbatore,Standard,Medium,1142.0,Long,73,49241.93,8,8,0,1,0,11,0,On Time
ORD-00393,2023-07-22,2023-07-22,2023-07-23,2023-07-25,Pune,Indore,Express,Medium,1058.0,Long,170,38639.22,1,3,-2,0,1,7,0,On Time
ORD-00394,2022-11-03,2022-11-08,2022-11-15,2022-11-13,Bangalore,Chandigarh,Standard,High,2191.0,Very Long,42,48314.54,12,10,2,1,0,11,1,Delayed
ORD-00395,2023-11-11,2023-11-12,2023-11-17,2023-11-17,Mumbai,Chandigarh,Standard,Low,1823.0,Very Long,2,25959.16,6,6,0,1,1,11,0,On Time
ORD-00396,2022-04-17,2022-04-22,2022-04-25,2022-04-23,Mumbai,Patna,Same Day,High,1007.0,Long,196,23947.71,8,6,2,0,1,4,1,Delayed
ORD-00397,2022-05-18,2022-05-21,2022-05-23,2022-05-26,Chennai,Coimbatore,Standard,Medium,502.0,Medium,136,37894.96,5,8,-3,0,0,5,0,On Time
ORD-00398,2022-09-28,2022-10-01,2022-10-06,2022-10-09,Ahmedabad,Jaipur,Economy,Medium,1277.0,Long,96,44074.42,8,11,-3,0,0,9,0,On Time
ORD-00399,2022-04-29,2022-05-02,2022-05-09,2022-05-07,Chennai,Bhubaneswar,Standard,Medium,2315.0,Very Long,61,48225.22,10,8,2,0,0,4,1,Delayed
ORD-00400,2022-04-20,2022-04-22,2022-04-29,2022-04-25,Kolkata,Surat,Express,High,2438.0,Very Long,14,16565.32,9,5,4,0,0,4,1,Delayed
ORD-00401,2023-07-21,2023-07-23,2023-07-27,2023-07-26,Hyderabad,Vadodara,Express,Critical,600.0,Medium,113,40035.88,6,5,1,0,0,7,1,Delayed
ORD-00402,2022-06-09,2022-06-12,2022-06-20,2022-06-17,Pune,Patna,Standard,Critical,1685.0,Very Long,77,10926.96,11,8,3,0,0,6,1,Delayed
ORD-00403,2022-10-06,2022-10-06,2022-10-12,2022-10-11,Chennai,Chandigarh,Standard,Medium,1362.0,Long,21,27505.93,6,5,1,1,0,10,1,Delayed
ORD-00404,2022-10-16,2022-10-21,2022-10-24,2022-10-24,Kolkata,Surat,Express,Medium,1807.0,Very Long,152,9402.48,8,8,0,1,1,10,0,On Time
ORD-00405,2023-09-12,2023-09-16,2023-09-17,2023-09-24,Ahmedabad,Vadodara,Economy,High,406.0,Medium,178,17696.17,5,12,-7,0,0,9,0,On Time
ORD-00406,2022-08-04,2022-08-06,2022-08-17,2022-08-14,Hyderabad,Visakhapatnam,Economy,High,2120.0,Very Long,173,46602.24,13,10,3,0,0,8,1,Delayed
ORD-00407,2022-12-18,2022-12-21,2022-12-25,2022-12-24,Pune,Coimbatore,Express,Low,1835.0,Very Long,192,7731.49,7,6,1,1,1,12,1,Delayed
ORD-00408,2022-07-28,2022-08-04,2022-08-06,2022-08-05,Mumbai,Visakhapatnam,Same Day,High,1831.0,Very Long,64,31803.84,9,8,1,0,0,7,1,Delayed
ORD-00409,2023-12-05,2023-12-08,2023-12-11,2023-12-11,Kolkata,Agra,Express,Medium,1681.0,Very Long,154,29851.24,6,6,0,1,0,12,0,On Time
ORD-00410,2023-10-12,2023-10-13,2023-10-14,2023-10-14,Ahmedabad,Nagpur,Same Day,Low,1065.0,Long,160,6476.55,2,2,0,1,0,10,0,On Time
ORD-00411,2022-09-28,2022-09-30,2022-10-04,2022-10-03,Hyderabad,Surat,Express,Medium,1398.0,Long,57,16635.96,6,5,1,0,0,9,1,Delayed
ORD-00412,2023-06-02,2023-06-07,2023-06-09,2023-06-10,Kolkata,Lucknow,Express,Medium,565.0,Medium,119,28367.58,7,8,-1,0,0,6,0,On Time
ORD-00413,2023-05-16,2023-05-19,2023-05-22,2023-05-27,Chennai,Patna,Economy,Medium,385.0,Medium,181,9765.34,6,11,-5,0,0,5,0,On Time
ORD-00414,2022-09-15,2022-09-17,2022-09-25,2022-09-22,Delhi,Patna,Standard,Medium,1832.0,Very Long,161,40130.87,10,7,3,0,0,9,1,Delayed
ORD-00415,2022-02-22,2022-02-27,2022-03-12,2022-03-07,Mumbai,Lucknow,Economy,Low,2355.0,Very Long,52,48621.75,18,13,5,0,0,2,1,Delayed
ORD-00416,2022-04-05,2022-04-08,2022-04-09,2022-04-11,Chennai,Vadodara,Express,Low,546.0,Medium,95,11130.59,4,6,-2,0,0,4,0,On Time
ORD-00417,2023-10-12,2023-10-15,2023-10-18,2023-10-20,Chennai,Nagpur,Standard,Medium,945.0,Long,146,9752.14,6,8,-2,1,0,10,0,On Time
ORD-00418,2023-03-10,2023-03-12,2023-03-20,2023-03-17,Ahmedabad,Kochi,Standard,High,2257.0,Very Long,163,23019.29,10,7,3,0,0,3,1,Delayed
ORD-00419,2022-10-11,2022-10-16,2022-10-19,2022-10-21,Ahmedabad,Kochi,Standard,Medium,901.0,Long,140,37514.38,8,10,-2,1,0,10,0,On Time
ORD-00420,2022-02-15,2022-02-20,2022-02-25,2022-02-23,Hyderabad,Agra,Express,Low,1737.0,Very Long,179,14439.23,10,8,2,0,0,2,1,Delayed
ORD-00421,2022-01-04,2022-01-05,2022-01-16,2022-01-13,Ahmedabad,Kochi,Economy,Low,,,89,1484.06,12,9,3,0,0,1,1,Delayed
ORD-00422,2022-12-08,2022-12-13,2022-12-24,2022-12-18,Kolkata,Kochi,Standard,Critical,2477.0,Very Long,10,27290.42,16,10,6,1,0,12,1,Delayed
ORD-00423,2022-05-14,2022-05-19,2022-05-30,2022-05-27,Mumbai,Jaipur,Economy,Medium,1618.0,Very Long,52,47851.73,16,13,3,0,1,5,1,Delayed
ORD-00424,2023-10-15,2023-10-16,2023-10-21,2023-10-24,Chennai,Lucknow,Economy,Medium,1006.0,Long,34,19868.2,6,9,-3,1,1,10,0,On Time
ORD-00425,2022-09-26,2022-10-04,2022-10-05,2022-10-09,Hyderabad,Visakhapatnam,Standard,Low,1686.0,Very Long,115,21296.66,9,13,-4,0,0,9,0,On Time
ORD-00426,2022-06-15,2022-06-21,2022-06-30,2022-06-29,Bangalore,Nagpur,Economy,High,1341.0,Long,195,48460.63,15,14,1,0,0,6,1,Delayed
ORD-00427,2023-03-29,2023-04-02,2023-04-09,2023-04-10,Bangalore,Visakhapatnam,Economy,Medium,1490.0,Long,167,34883.08,11,12,-1,0,0,3,0,On Time
ORD-00428,2023-07-19,2023-07-20,2023-07-21,2023-07-21,Mumbai,Chandigarh,Same Day,Medium,1241.0,Long,136,36099.01,2,2,0,0,0,7,0,On Time
ORD-00429,2023-12-24,2023-12-27,2023-12-28,2023-12-28,Ahmedabad,Bhopal,Same Day,Low,1116.0,Long,125,28353.75,4,4,0,1,1,12,0,On Time
ORD-00430,2023-03-14,2023-03-19,2023-03-20,2023-03-27,Ahmedabad,Vadodara,Economy,Medium,334.0,Medium,157,48743.16,6,13,-7,0,0,3,0,On Time
ORD-00431,2023-07-29,2023-07-31,2023-08-06,2023-08-03,Kolkata,Patna,Express,,2494.0,Very Long,150,34598.89,8,5,3,0,1,7,1,Delayed
ORD-00432,2022-01-10,2022-01-14,2022-01-15,2022-01-19,Ahmedabad,Surat,Standard,High,61.0,Short,198,44804.12,5,9,-4,0,0,1,0,On Time
ORD-00433,2022-04-25,2022-04-25,2022-05-02,2022-05-03,Bangalore,Kochi,Economy,,1680.0,Very Long,189,35119.25,7,8,-1,0,0,4,0,On Time
ORD-00434,2022-03-19,2022-03-23,2022-03-25,2022-03-26,Chennai,Agra,Express,High,,,43,36888.23,6,7,-1,0,1,3,0,On Time
ORD-00435,2023-12-09,2023-12-15,2023-12-20,2023-12-18,Bangalore,Surat,Express,Low,2132.0,Very Long,177,14875.34,11,9,2,1,1,12,1,Delayed
ORD-00436,2022-06-02,2022-06-07,2022-06-08,2022-06-12,Pune,Bhopal,Standard,Medium,139.0,Short,29,15522.2,6,10,-4,0,0,6,0,On Time
ORD-00437,2023-07-13,2023-07-16,2023-07-17,2023-07-17,Chennai,Patna,Same Day,High,825.0,Long,106,39257.74,4,4,0,0,0,7,0,On Time
ORD-00438,2022-02-06,2022-02-11,2022-02-15,2022-02-16,Chennai,Indore,Standard,Medium,1675.0,Very Long,120,15186.96,9,10,-1,0,1,2,0,On Time
ORD-00439,2023-01-14,2023-01-16,2023-01-18,2023-01-24,Ahmedabad,Agra,Economy,High,467.0,Medium,81,28357.12,4,10,-6,0,1,1,0,On Time
ORD-00440,2023-08-20,2023-08-25,2023-08-26,2023-08-30,Mumbai,Visakhapatnam,Standard,Low,164.0,Short,31,12842.94,6,10,-4,0,1,8,0,On Time
ORD-00441,2023-07-20,2023-07-24,2023-07-28,2023-07-29,Ahmedabad,Bhubaneswar,Standard,Medium,666.0,Medium,181,40940.68,8,9,-1,0,0,7,0,On Time
ORD-00442,2022-06-01,2022-06-09,2022-06-10,2022-06-12,Mumbai,Nagpur,Express,High,875.0,Long,162,5969.82,9,11,-2,0,0,6,0,On Time
ORD-00443,2023-03-17,2023-03-21,2023-03-26,2023-03-26,Mumbai,Jaipur,Standard,High,1699.0,Very Long,128,41557.61,9,9,0,0,0,3,0,On Time
ORD-00444,2022-05-11,2022-05-15,2022-05-16,2022-05-18,Bangalore,Vadodara,Express,High,1566.0,Very Long,38,30335.13,5,7,-2,0,0,5,0,On Time
ORD-00445,2022-02-12,2022-02-16,2022-02-17,2022-02-24,Mumbai,Agra,Economy,Low,462.0,Medium,185,9752.02,5,12,-7,0,1,2,0,On Time
ORD-00446,2022-11-12,2022-11-17,2022-11-22,2022-11-25,Hyderabad,Surat,Economy,High,778.0,Medium,101,27330.75,10,13,-3,1,1,11,0,On Time
ORD-00447,2023-01-09,2023-01-14,2023-01-17,2023-01-19,Delhi,Kochi,Standard,Medium,725.0,Medium,132,14483.69,8,10,-2,0,0,1,0,On Time
ORD-00448,2022-02-10,2022-02-16,2022-02-23,2022-02-21,Ahmedabad,Lucknow,Standard,Medium,1942.0,Very Long,130,16511.63,13,11,2,0,0,2,1,Delayed
ORD-00449,2023-01-02,2023-01-05,2023-01-18,2023-01-13,Hyderabad,Surat,Economy,Critical,2289.0,Very Long,12,17900.64,16,11,5,0,0,1,1,Delayed
ORD-00450,2022-08-04,2022-08-05,2022-08-10,2022-08-13,Chennai,Patna,Economy,High,1172.0,Long,35,3634.3,6,9,-3,0,0,8,0,On Time
ORD-00451,2023-11-30,2023-12-04,2023-12-07,2023-12-07,Hyderabad,Indore,Express,Low,1621.0,Very Long,198,49305.1,7,7,0,1,0,11,0,On Time
ORD-00452,2022-09-13,2022-09-19,2022-09-24,2022-09-22,Kolkata,Agra,Express,High,1027.0,Long,110,2060.96,11,9,2,0,0,9,1,Delayed
ORD-00453,2023-11-14,2023-11-17,2023-11-20,2023-11-22,Pune,Nagpur,Standard,Low,1058.0,Long,72,33293.6,6,8,-2,1,0,11,0,On Time
ORD-00454,2022-04-16,2022-04-18,2022-04-30,2022-04-26,Mumbai,Lucknow,Economy,Low,2193.0,Very Long,149,18875.77,14,10,4,0,1,4,1,Delayed
ORD-00455,2022-12-29,2023-01-02,2023-01-05,2023-01-05,Ahmedabad,Bhubaneswar,Express,Medium,1737.0,Very Long,110,32477.51,7,7,0,1,0,12,0,On Time
ORD-00456,2023-07-28,2023-08-04,2023-08-05,2023-08-09,Kolkata,Patna,Standard,Critical,86.0,Short,61,18134.29,8,12,-4,0,0,7,0,On Time
ORD-00457,2023-02-21,2023-02-27,2023-03-01,2023-03-04,Ahmedabad,Indore,Standard,Low,1598.0,Very Long,163,33850.66,8,11,-3,0,0,2,0,On Time
ORD-00458,2023-09-28,2023-10-01,2023-10-12,2023-10-09,Bangalore,Lucknow,Economy,High,2376.0,Very Long,48,36597.16,14,11,3,0,0,9,1,Delayed
ORD-00459,2022-06-08,2022-06-13,2022-06-22,2022-06-18,Pune,Bhubaneswar,Standard,Low,2314.0,Very Long,143,34682.36,14,10,4,0,0,6,1,Delayed
ORD-00460,2022-08-31,2022-09-03,2022-09-07,2022-09-08,Kolkata,Surat,Standard,High,922.0,Long,71,6141.12,7,8,-1,0,0,8,0,On Time
ORD-00461,2022-06-16,2022-06-19,2022-06-24,2022-06-22,Ahmedabad,Patna,Express,Medium,1871.0,Very Long,143,33016.22,8,6,2,0,0,6,1,Delayed
ORD-00462,2022-07-01,2022-07-02,2022-07-05,2022-07-07,Chennai,Visakhapatnam,Standard,High,1346.0,Long,134,14359.38,4,6,-2,0,0,7,0,On Time
ORD-00463,2023-02-27,2023-03-02,2023-03-12,2023-03-07,Mumbai,Coimbatore,Standard,Medium,2159.0,Very Long,68,1925.67,13,8,5,0,0,2,1,Delayed
ORD-00464,2022-01-26,2022-02-01,2022-02-03,2022-02-09,Kolkata,Chandigarh,Economy,High,645.0,Medium,22,21034.12,8,14,-6,0,0,1,0,On Time
ORD-00465,2022-07-03,2022-07-03,2022-07-13,2022-07-11,Chennai,Coimbatore,Economy,Critical,1953.0,Very Long,32,21960.38,10,8,2,0,1,7,1,Delayed
ORD-00466,2022-12-07,2022-12-09,2022-12-13,2022-12-17,Mumbai,Bhubaneswar,Economy,High,778.0,Medium,123,23625.12,6,10,-4,1,0,12,0,On Time
ORD-00467,2023-02-26,2023-03-01,2023-03-08,2023-03-09,Delhi,Indore,Economy,Medium,1415.0,Long,22,35388.8,10,11,-1,0,1,2,0,On Time
ORD-00468,2023-11-17,2023-11-20,2023-11-23,2023-11-23,Chennai,Chandigarh,Express,Critical,446.0,Medium,155,15787.77,6,6,0,1,0,11,0,On Time
ORD-00469,2022-09-12,2022-09-15,2022-09-18,2022-09-23,Hyderabad,Chandigarh,Economy,Low,748.0,Medium,110,16106.39,6,11,-5,0,0,9,0,On Time
ORD-00470,2022-10-01,2022-10-01,2022-10-07,2022-10-06,Ahmedabad,Agra,Standard,High,2274.0,Very Long,15,3497.34,6,5,1,1,1,10,1,Delayed
ORD-00471,2022-06-13,2022-06-18,2022-06-21,2022-06-21,Bangalore,Jaipur,Express,High,1685.0,Very Long,124,34497.65,8,8,0,0,0,6,0,On Time
ORD-00472,2023-12-20,2023-12-24,2023-12-26,2024-01-01,Mumbai,Indore,Economy,Low,445.0,Medium,44,28607.39,6,12,-6,1,0,12,0,On Time
ORD-00473,2022-04-21,2022-04-24,2022-04-29,2022-04-29,Kolkata,Chandigarh,Standard,Medium,125.0,Short,115,17796.54,8,8,0,0,0,4,0,On Time
ORD-00474,2023-01-27,2023-01-30,2023-02-01,2023-02-04,Pune,Surat,Standard,Medium,314.0,Medium,9,35406.85,5,8,-3,0,0,1,0,On Time
ORD-00475,2022-02-09,2022-02-09,2022-02-12,2022-02-12,Kolkata,Patna,Express,Medium,1869.0,Very Long,34,27099.21,3,3,0,0,0,2,0,On Time
ORD-00476,2023-04-27,2023-04-29,2023-04-30,2023-05-04,Hyderabad,Patna,Standard,High,767.0,Medium,73,23727.62,3,7,-4,0,0,4,0,On Time
ORD-00477,2022-08-16,2022-08-21,2022-08-22,2022-08-26,Ahmedabad,Coimbatore,Standard,Medium,900.0,Long,143,25810.56,6,10,-4,0,0,8,0,On Time
ORD-00478,2022-07-24,2022-07-28,2022-08-03,2022-08-05,Hyderabad,Surat,Economy,Medium,1440.0,Long,190,31999.23,10,12,-2,0,1,7,0,On Time
ORD-00479,2023-04-17,2023-04-20,2023-04-21,2023-04-28,Kolkata,Jaipur,Economy,Medium,193.0,Short,45,33170.13,4,11,-7,0,0,4,0,On Time
ORD-00480,2022-12-25,2022-12-30,2023-01-03,2023-01-02,Bangalore,Nagpur,Express,Medium,934.0,Long,72,14803.41,9,8,1,1,1,12,1,Delayed
ORD-00481,2022-11-09,2022-11-10,2022-11-13,2022-11-15,Ahmedabad,Agra,Standard,Low,445.0,Medium,58,7466.8,4,6,-2,1,0,11,0,On Time
ORD-00482,2022-08-22,2022-08-27,2022-09-01,2022-09-01,Pune,Jaipur,Standard,High,1542.0,Very Long,115,8253.39,10,10,0,0,0,8,0,On Time
ORD-00483,2022-08-17,2022-08-19,2022-08-25,2022-08-27,Mumbai,Patna,Economy,Low,1217.0,Long,19,32149.85,8,10,-2,0,0,8,0,On Time
ORD-00484,2022-01-25,2022-01-28,2022-01-31,2022-01-31,Ahmedabad,Vadodara,Express,High,1112.0,Long,16,43707.23,6,6,0,0,0,1,0,On Time
ORD-00485,2023-11-07,2023-11-12,2023-11-19,2023-11-17,Chennai,Agra,Standard,Medium,2206.0,Very Long,75,20770.07,12,10,2,1,0,11,1,Delayed
ORD-00486,2022-07-17,2022-07-24,2022-07-29,2022-07-27,Ahmedabad,Nagpur,Express,Medium,,,106,8891.25,12,10,2,0,1,7,1,Delayed
ORD-00487,2023-02-13,2023-02-18,2023-02-22,2023-02-23,Hyderabad,Jaipur,Standard,High,1259.0,Long,136,37951.82,9,10,-1,0,0,2,0,On Time
ORD-00488,2022-12-03,2022-12-06,2022-12-11,2022-12-09,Hyderabad,Chandigarh,Express,Medium,2495.0,Very Long,161,41708.23,8,6,2,1,1,12,1,Delayed
ORD-00489,2022-10-13,2022-10-17,2022-10-18,2022-10-25,Hyderabad,Visakhapatnam,Economy,Medium,683.0,Medium,74,44088.83,5,12,-7,1,0,10,0,On Time
ORD-00490,2022-03-13,2022-03-14,2022-03-16,2022-03-17,Pune,Nagpur,Express,Low,1206.0,Long,18,30538.16,3,4,-1,0,1,3,0,On Time
ORD-00491,2022-10-13,2022-10-15,2022-10-19,2022-10-18,Ahmedabad,Visakhapatnam,Express,Medium,1288.0,Long,163,43106.06,6,5,1,1,0,10,1,Delayed
ORD-00492,2022-12-26,2022-12-26,2022-12-27,2022-12-31,Bangalore,Patna,Standard,Medium,782.0,Medium,43,1263.04,1,5,-4,1,0,12,0,On Time
ORD-00493,2023-10-19,2023-10-23,2023-10-24,2023-10-24,Bangalore,Agra,Same Day,Low,284.0,Short,50,5808.17,5,5,0,1,0,10,0,On Time
ORD-00494,2023-06-06,2023-06-09,2023-06-12,2023-06-12,Ahmedabad,Surat,Express,Medium,800.0,Medium,3,5082.52,6,6,0,0,0,6,0,On Time
ORD-00495,2023-02-14,2023-02-22,2023-02-23,2023-02-27,Bangalore,Kochi,Standard,Low,1003.0,Long,59,35773.93,9,13,-4,0,0,2,0,On Time
ORD-00496,2023-11-27,2023-11-29,2023-12-04,2023-12-02,Delhi,Visakhapatnam,Express,Medium,1592.0,Very Long,28,3944.3,7,5,2,1,0,11,1,Delayed
ORD-00497,2023-07-04,2023-07-09,2023-07-12,2023-07-14,Pune,Agra,Standard,Low,1247.0,Long,46,25070.04,8,10,-2,0,0,7,0,On Time
ORD-00498,2022-12-06,2022-12-08,2022-12-16,2022-12-16,Mumbai,Coimbatore,Economy,Low,1726.0,Very Long,64,23898.99,10,10,0,1,0,12,0,On Time
ORD-00499,2022-01-29,2022-02-03,2022-02-04,2022-02-06,Mumbai,Chandigarh,Express,Low,1241.0,Long,70,15879.82,6,8,-2,0,1,1,0,On Time
ORD-00500,2022-04-29,2022-05-01,2022-05-13,2022-05-09,Mumbai,Chandigarh,Economy,Critical,2267.0,Very Long,47,43585.06,14,10,4,0,0,4,1,Delayed
ORD-00501,2022-09-25,2022-09-30,2022-10-09,2022-10-05,Mumbai,Kochi,Standard,Low,1466.0,Long,142,8936.44,14,10,4,0,1,9,1,Delayed
ORD-00502,2022-07-02,2022-07-07,2022-07-09,2022-07-08,Mumbai,Bhubaneswar,Same Day,High,1267.0,Long,135,17946.91,7,6,1,0,1,7,1,Delayed
ORD-00503,2023-08-18,2023-08-21,2023-08-23,2023-08-24,Bangalore,Coimbatore,Express,Low,1590.0,Very Long,159,38821.49,5,6,-1,0,0,8,0,On Time
ORD-00504,2022-09-29,2022-10-03,2022-10-07,2022-10-04,Kolkata,Visakhapatnam,Same Day,Critical,2126.0,Very Long,106,2005.9,8,5,3,0,0,9,1,Delayed
ORD-00505,2022-02-09,2022-02-11,2022-02-16,2022-02-16,Hyderabad,Visakhapatnam,Standard,Low,1495.0,Long,81,33811.04,7,7,0,0,0,2,0,On Time
ORD-00506,2022-04-22,2022-04-24,2022-05-01,2022-04-27,Pune,Vadodara,Express,Critical,2436.0,Very Long,51,40911.69,9,5,4,0,0,4,1,Delayed
ORD-00507,2023-09-03,2023-09-05,2023-09-08,2023-09-06,Kolkata,Bhopal,Same Day,High,1569.0,Very Long,29,46647.26,5,3,2,0,1,9,1,Delayed
ORD-00508,2023-03-21,2023-03-29,2023-03-30,2023-04-03,Pune,Visakhapatnam,Standard,Low,1438.0,Long,113,43876.68,9,13,-4,0,0,3,0,On Time
ORD-00509,2022-12-20,2022-12-23,2022-12-28,2022-12-28,Delhi,Lucknow,Standard,High,1906.0,Very Long,143,16309.51,8,8,0,1,0,12,0,On Time
ORD-00510,2022-11-18,2022-11-20,2022-11-24,2022-11-23,Ahmedabad,Indore,Express,Medium,,,128,29525.02,6,5,1,1,0,11,1,Delayed
ORD-00511,2023-03-23,2023-03-25,2023-03-26,2023-03-28,Chennai,Jaipur,Express,Medium,549.0,Medium,90,4326.03,3,5,-2,0,0,3,0,On Time
ORD-00512,2023-09-13,2023-09-17,2023-09-21,2023-09-22,Hyderabad,Bhopal,Standard,High,1730.0,Very Long,25,13264.57,8,9,-1,0,0,9,0,On Time
ORD-00513,2023-06-08,2023-06-15,2023-06-16,2023-06-20,Delhi,Jaipur,Standard,Critical,560.0,Medium,189,5164.01,8,12,-4,0,0,6,0,On Time
ORD-00514,2022-04-29,2022-05-04,2022-05-05,2022-05-09,Kolkata,Agra,Standard,Medium,266.0,Short,41,16101.77,6,10,-4,0,0,4,0,On Time
ORD-00515,2023-01-30,2023-01-30,2023-01-31,2023-01-31,Chennai,Bhopal,Same Day,Medium,1374.0,Long,69,43821.77,1,1,0,0,0,1,0,On Time
ORD-00516,2023-08-14,2023-08-22,2023-08-28,2023-08-25,Ahmedabad,Agra,Express,High,1205.0,Long,4,17684.76,14,11,3,0,0,8,1,Delayed
ORD-00517,2022-07-14,2022-07-21,2022-08-01,2022-07-29,Delhi,Nagpur,Economy,High,1877.0,Very Long,105,28313.96,18,15,3,0,0,7,1,Delayed
ORD-00518,2022-09-18,2022-09-20,2022-10-03,2022-09-28,Ahmedabad,Surat,Economy,High,1860.0,Very Long,185,21952.35,15,10,5,0,1,9,1,Delayed
ORD-00519,2022-02-15,2022-02-20,2022-02-24,2022-02-23,Ahmedabad,Visakhapatnam,Express,High,1255.0,Long,31,23216.37,9,8,1,0,0,2,1,Delayed
ORD-00520,2023-12-27,2023-12-31,2024-01-09,2024-01-05,Bangalore,Visakhapatnam,Standard,Medium,2264.0,Very Long,131,48493.82,13,9,4,1,0,12,1,Delayed
ORD-00521,2023-03-23,2023-03-25,2023-03-28,2023-03-30,Pune,Indore,Standard,Critical,140.0,Short,117,15159.65,5,7,-2,0,0,3,0,On Time
ORD-00522,2022-01-02,2022-01-03,2022-01-06,2022-01-08,Chennai,Indore,Standard,Low,763.0,Medium,195,31552.56,4,6,-2,0,1,1,0,On Time
ORD-00523,2023-06-17,2023-06-20,2023-06-29,2023-06-28,Pune,Agra,Economy,Medium,1931.0,Very Long,90,21293.1,12,11,1,0,1,6,1,Delayed
ORD-00524,2023-07-06,2023-07-08,2023-07-10,2023-07-11,Ahmedabad,Jaipur,Express,Medium,88.0,Short,178,3526.74,4,5,-1,0,0,7,0,On Time
ORD-00525,2023-12-05,2023-12-08,2023-12-11,2023-12-13,Bangalore,Kochi,Standard,Medium,222.0,Short,145,24721.88,6,8,-2,1,0,12,0,On Time
ORD-00526,2023-11-18,2023-11-20,2023-11-22,2023-11-25,Delhi,Agra,Standard,Low,702.0,Medium,188,40760.49,4,7,-3,1,1,11,0,On Time
